128,0.085041,0.0203,1.96488,0.00103
256,0.02918,0.01789,0.440586,0.00154
512,0.02917,0.01846,0.450796,0.00278
1024,0.029671,0.019721,0.442795,0.00528
2048,0.02938,0.01938,0.442786,0.01026
4096,0.03155,0.01968,0.437456,0.02018
8192,0.035361,0.01966,0.447996,0.04004
16384,0.039471,0.01985,0.438195,0.079881
32768,0.051261,0.01941,0.439416,0.159222
65536,0.076501,0.01895,0.440476,0.318174
131072,0.107941,0.01941,0.448115,0.636178
