128,0.082891,0.020221,1.7623,
256,0.02959,0.01831,0.452436,
512,0.029261,0.01853,0.458966,
1024,0.0301,0.01962,3.96971,
2048,0.02923,0.02039,0.434846,
4096,0.02975,0.02019,0.449636,
8192,0.03419,0.0184,0.450286,
16384,0.03984,0.01967,0.441466,
32768,0.05021,0.0196,0.433396,
65536,0.071521,0.01827,3.00466,
131072,0.108381,0.01963,0.450806,
